12859.6884,5343.1018
13911.8159,6910.8824
16084.8537,6487.7780
16696.7504,6346.4614
16569.3919,5276.5126
16671.3066,4769.6845
17991.9626,6672.8898
18050.7834,8131.5518
19794.8988,6404.9030
18688.5330,4670.0357
19921.6612,654.1672
19045.9345,1002.3296
17654.6112,1531.2546
17655.7239,1834.2672
17093.6316,1652.3864
16697.1496,32.7676
15376.5534,490.1354
15151.7540,615.4408
13312.9401,913.3500
10946.3223,375.6652
9235.3708,1948.3285
8132.2565,2077.4719
6974.8924,1107.2935
6229.7678,1231.7693
5899.7695,1577.3202
6681.3308,2766.8400
5211.8541,3646.1575
5075.0538,3441.8919
2845.8534,3373.7938
3498.4812,2688.6058
3530.2383,547.2812
1386.8780,318.1555
129.9311,626.1104
1752.7448,4026.2132
1690.6214,8549.3989
1785.7987,10102.3164
4607.4957,9971.2690
3914.7422,11060.7691
3328.5275,11158.2823
1859.8396,12381.8605
1755.0864,12376.4270
1619.6770,13997.5997
1120.2131,16780.2302
1331.5405,18779.7041
2764.5813,18758.1743
6067.6876,18881.2037
7504.3127,19058.5514
9461.3235,19905.9271
10510.3505,18702.5444
10139.5985,16105.3300
8277.3584,15285.8312
6268.7775,16496.3519
3761.4419,17552.7686
3624.2986,16927.8610
4390.9079,14306.2626
4156.8379,11876.7883
4613.3276,12233.1299
5480.9765,12029.1277
6339.7715,11527.3975
6970.8209,11560.0275
9304.1981,11224.9340
9794.3994,12092.3673
9644.2804,12683.3218
10681.5878,13240.8672
12129.8294,12206.5274
12377.0929,11805.1839
13163.8493,11684.4124
14313.8682,12178.1241
15471.3005,13368.7046
15915.7699,14170.4449
15602.4528,15520.1736
14617.7181,17605.9458
15020.3246,18891.3226
17232.2632,19214.0106
19557.1970,17611.6892
18605.6288,16720.9660
17217.5429,16258.9563
18977.0413,13650.3833
18368.1726,12379.4221
18125.1634,11955.1649
19403.7508,9901.8844
15891.8553,9770.9362
16258.5141,10897.1549
16314.4726,11539.9905
15252.4786,11408.4158
14849.6971,11372.8650
13175.8202,10193.6913
12224.0572,8968.0106
10983.0860,7158.6661
9728.0037,9297.1878
8131.3963,9317.1309
6069.5352,7424.3401
8370.6088,6500.8014
9306.1975,6584.8572
10041.7775,6163.1673
9324.0138,4936.9051
10154.9975,4225.9387
10850.1307,3236.0479
14758.8493,3328.9877
13525.1303,4037.0399
